Date,R,lb_65,ub_65
2020-01-23,3.1303219687974204,2.7993260642231403,3.4581923350977224
2020-01-24,3.2327072658389056,2.9275597449098396,3.5413002204053483
2020-01-25,3.3293762496152106,3.030387551659968,3.6269046826407285
2020-01-26,3.3638611164496863,3.0688566485699935,3.655424446723303
2020-01-27,3.35777612037387,3.0652001857678526,3.6480310734196566
2020-01-28,3.3540350825604497,3.058700201481762,3.650274488763951
2020-01-29,3.079001757817995,2.813580739911118,3.3462416165689945
2020-01-30,2.9254381930172935,2.6681813301808166,3.180558759319063
2020-01-31,2.757892671942167,2.5049729651775916,3.0087028421959157
2020-02-01,2.6319112002233673,2.3833278420259445,2.877678076748004
2020-02-02,2.5326039523061086,2.2848701254068886,2.7811608396598997
2020-02-03,2.3412163782268505,2.097042411913935,2.5847871278385117
2020-02-04,2.1732323435306946,1.927692450754095,2.41959485199826
2020-02-05,2.0052494455297376,1.7576895448082346,2.2522601480654587
2020-02-06,1.853428508032149,1.6039794826105505,2.1004457447861817
2020-02-07,1.7292906179518044,1.4795037366431014,1.979804061718237
2020-02-08,1.6208000259294835,1.3675637398350722,1.8730909209801931
2020-02-09,1.544397960422991,1.2915613872512421,1.796568851025519
2020-02-10,1.4873690727621762,1.2374802475946243,1.737385058332707
2020-02-11,1.462508505785343,1.2177289944653322,1.7074729116112455
2020-02-12,1.4768599956138075,1.2306069405857731,1.7224227884070518
2020-02-13,1.564709857970208,1.307861556863211,1.8190424697917713
2020-02-14,1.3722720206799013,1.122169907202793,1.621050539703678
2020-02-15,1.1677945117130455,0.9224931927402966,1.4137921955344828
2020-02-16,1.0049591509595728,0.7573630030139841,1.2529686787557008
2020-02-17,0.8683155403133364,0.622761063331879,1.1151798485691953
2020-02-18,0.7518845014363111,0.5038983347370519,1.0025024637770337
2020-02-19,0.6478235228676643,0.39479108665842233,0.902033753846801
2020-02-20,0.5675225935709496,0.31775960822555627,0.8211945474314418
2020-02-21,0.5096412498245309,0.260605945913044,0.7592054801072217
2020-02-22,0.4697764489471301,0.21996905521980614,0.7181242761862019
2020-02-23,0.4205912710020401,0.1710619878532167,0.6705774946718684
2020-02-24,0.38928601880380176,0.13859319342697574,0.638159066922301
2020-02-25,0.37639688830157036,0.12997480727351152,0.62440805161204
2020-02-26,0.3637224550270307,0.11355760611241061,0.6125017288778165
2020-02-27,0.3542724502904756,0.10732080789102838,0.6016095641769102
2020-02-28,0.34585186031195014,0.10118777290815406,0.5930443959277183
2020-02-29,0.3400444323243408,0.09448699901136615,0.5866296183154949
2020-03-01,0.327688752199512,0.08157329242765132,0.574623823400441
2020-03-02,0.3013860155750818,0.05606130336869164,0.5503721089981619
2020-03-03,0.2804064123267024,0.03273768668196564,0.5302457916829121
2020-03-04,0.2622996355413131,0.014925219876565587,0.5066427099057378
2020-03-05,0.2530448534257349,0.009850373397639944,0.4985371292832671
2020-03-06,0.2417975055525342,0.0,0.48788279807006774
2020-03-07,0.227856855854774,0.0,0.47153368808194296
2020-03-08,0.21749462437688827,0.0,0.46249316214573366
2020-03-09,0.21297420689368174,0.0,0.45758798363407305
2020-03-10,0.214726067158292,0.0,0.460582584601411
2020-03-11,0.2208038923311748,0.0,0.467543171211099
2020-03-12,0.23514406269893384,0.0,0.47985689212286464
2020-03-13,0.256476746351618,0.01300906920633571,0.503260289236567
2020-03-14,0.2889396504502566,0.04454570785113743,0.532619529803597
2020-03-15,0.3271053095293952,0.0800027311509719,0.5741850264633734
2020-03-16,0.372273249825788,0.1237087318008726,0.6206508155739756
2020-03-17,0.4273192574731226,0.1842112654545146,0.6737955801709844
2020-03-18,0.49403175037859803,0.2482993183492299,0.7401151350844318
2020-03-19,0.5687071197390088,0.3235297908732312,0.8156693671128546
2020-03-20,0.6449765450433038,0.4007806011126652,0.8918485013479717
2020-03-21,0.7032638577424313,0.45726095581249127,0.9512869092357275
2020-03-22,0.7717310428541597,0.5276254673003095,1.0185766929594926
2020-03-23,0.8035873925689581,0.5572010813871545,1.0496168138945137
2020-03-24,0.8441476392195248,0.5987614930322036,1.092994037081495
2020-03-25,0.8763970319548111,0.631793655925853,1.1213699205426066
2020-03-26,0.9153138446170628,0.6667470425725918,1.1619454657893937
2020-03-27,0.9304791515875424,0.6841975315583464,1.1757417789712552
2020-03-28,0.9310449693050936,0.6820332145856701,1.177047499940787
2020-03-29,0.9240932079078948,0.6781172263876714,1.1706523180920405
2020-03-30,0.8987410197157943,0.650437721652452,1.1434451251157483
2020-03-31,0.8820309631216773,0.636537153162236,1.1297567362843735
2020-04-01,0.8686757160589191,0.6211369578408139,1.1148175387482744
2020-04-02,0.858146892922176,0.6115079196122306,1.1037254404082582
2020-04-03,0.8502524445172857,0.6029702192630161,1.0989720333942024
2020-04-04,0.8399860598157517,0.5927209458436833,1.0900600828085714
2020-04-05,0.8573127663251887,0.6090214325408754,1.1052684083427293
2020-04-06,0.8793558326921036,0.6341779292017882,1.1250666347286358
2020-04-07,0.9043916325892323,0.658980094986387,1.149477064073895
2020-04-08,0.9420368864230332,0.6979252189144178,1.1897647143097783
2020-04-09,0.9603471812043961,0.7161040058808983,1.203848199219079
2020-04-10,0.9785161807038306,0.7347572036311132,1.222701913636135
2020-04-11,1.0079279040173104,0.762006640922191,1.2539472120521724
2020-04-12,1.0365341967689332,0.7904492399338529,1.284615994416457
2020-04-13,1.031223186613827,0.7803185764094736,1.2785887049511835
2020-04-14,1.028864614326979,0.7799317674195883,1.277979915512152
2020-04-15,1.0198948691719254,0.7711870777131714,1.26837401708799
2020-04-16,1.0338859996715124,0.7840757900662592,1.2816152938783003
2020-04-17,1.0699660923129826,0.8096485730868987,1.3265070923556723
2020-04-18,0.8982136677707818,0.6511052429930024,1.14444500729891
2020-04-19,0.762488632770884,0.5152863214862295,1.0074472122688534
2020-04-20,0.6598164242845419,0.41673094233477426,0.9015907030553271
2020-04-21,0.5834900539733335,0.3371865056273162,0.8296638902754944
2020-04-22,0.5154010732237163,0.2702118586688641,0.7612372101086606
2020-04-23,0.4613018030077912,0.21283372111855436,0.7099552680093695
2020-04-24,0.42146054211469386,0.17482329199081237,0.6683158451840271
2020-04-25,0.38711283937917107,0.14165892084454323,0.6346933303845698
2020-04-26,0.3630260996644543,0.1179878860251109,0.6097561862110196
2020-04-27,0.3525960040603907,0.10549833865112102,0.5992996736933547
2020-04-28,0.3534841134994968,0.10915777949166072,0.6018670598646054
2020-04-29,0.33690299281337666,0.08938186494239242,0.5860877634192438
2020-04-30,0.3313652928388786,0.08243970111479082,0.5811021076523855
2020-05-01,0.3216907298639572,0.07124421354540877,0.5720771180956727
2020-05-02,0.32419344767578784,0.07630367607788013,0.5748763371291616
2020-05-03,0.34157448050443406,0.09329002677696097,0.5895827764666888
2020-05-04,0.3614059286724135,0.11311763609703518,0.6087363213335475
2020-05-05,0.3962756833263126,0.14738331906871793,0.6432648652932478
2020-05-06,0.44375716694592304,0.19850634499644149,0.691791788753791
2020-05-07,0.5091161669916161,0.26107504879860244,0.7579641451432071
2020-05-08,0.5760197900837359,0.32929097833801124,0.8228591901502395
2020-05-09,0.6720059374364775,0.4253169557369654,0.9201704027905909
2020-05-10,0.7219206051854616,0.4738427346650592,0.9676342798065095
2020-05-11,0.6999946356935861,0.452338717947384,0.945586490989822
2020-05-12,0.7143819693348105,0.46712701572077875,0.9581775125267277
2020-05-13,0.7305493384140012,0.4857447066702847,0.9754138112328532
2020-05-14,0.7482418487405604,0.5047884027706897,0.9943188268101713
2020-05-15,0.7789963355832938,0.5349554735142635,1.0244742744023465
2020-05-16,0.7925276034138848,0.5472674158451322,1.0374788516740359
2020-05-17,0.8138243196568317,0.5657576124346864,1.0592442533268245
2020-05-18,0.8101978474841285,0.5621258176431467,1.0580173773368515
2020-05-19,0.7940173039935049,0.5485824406914284,1.040896392313091
2020-05-20,0.8204060187915363,0.5725227373945024,1.0678532245395829
2020-05-21,0.8924113147762307,0.64288940413194,1.1368242730076425
2020-05-22,1.0125450992353504,0.7638669702296434,1.2586295966507186
2020-05-23,1.0059403571911592,0.7582189276253227,1.251724346744882
2020-05-24,1.0325248734098404,0.7853133988341963,1.2807963675022185
2020-05-25,1.0207788089933274,0.7761481042188866,1.2654555245394734
2020-05-26,1.0146496412445667,0.7663758637351257,1.261548803637488
2020-05-27,1.0534428041123343,0.805151999199868,1.3028762672919245
2020-05-28,1.1243808113945921,0.8758412493115142,1.3734634584390015
2020-05-29,1.2573668404843639,1.0092212546399226,1.5086156944271119
2020-05-30,1.2722038173342811,1.0222062370169251,1.52141354697126
2020-05-31,1.3148769410648637,1.060401677343581,1.569779293110761
2020-06-01,1.2786520080286903,1.0221155558712587,1.5376457209079883
2020-06-02,1.2602593200682193,0.99831199857679,1.523482012268063
2020-06-03,1.2617927974637508,0.9888389415698374,1.5370338072826768
2020-06-04,1.2632246994748848,0.9908308804086057,1.5345424458797297
2020-06-05,1.2651313058633256,0.9992633257523953,1.5273999742814197
2020-06-06,1.2910608399076393,1.0331221008913203,1.5512749692009313
2020-06-07,1.3187499384558774,1.0657744363595123,1.574850394728182
2020-06-08,1.3796914592587046,1.12850949324526,1.6312228130360258
2020-06-09,1.485523612007129,1.238630241098737,1.7318958702521399
2020-06-10,1.6472432028380908,1.4002545837484703,1.8957345819526834
2020-06-11,1.802471586243723,1.549402485620928,2.0546372227580414
2020-06-12,2.001188087627429,1.7330211546084535,2.2721961223929243
2020-06-13,2.217659506437605,1.9194758612183689,2.5109403369794863
2020-06-14,2.137623771072798,1.852040612808128,2.4173095803070854
2020-06-15,1.996667113131221,1.7295101879940675,2.2609951312303815
2020-06-16,1.8493074957959434,1.5942882547818684,2.1006725594391487
2020-06-17,1.6970728287627392,1.4478534760724613,1.9443374675626544
2020-06-18,1.5642329437169709,1.3192187688439254,1.8080129312243103
2020-06-19,1.4466849427960218,1.204083471350709,1.6926647508061983
2020-06-20,1.4089614003797448,1.1668428945608778,1.652715684183101
2020-06-21,1.3154657264940997,1.0708095188868976,1.5607916648954343
2020-06-22,1.2576579126919132,1.0125545427432894,1.4994229254920926
2020-06-23,1.1674977166467702,0.9226311032675981,1.414592361714515
2020-06-24,1.0887615868844296,0.8402143669359684,1.3365426712466735
2020-06-25,1.0355707635490725,0.7851611646402535,1.2846280565514885
2020-06-26,0.9868674268638066,0.7362560512182208,1.2374166465878733
2020-06-27,0.947345614579769,0.6961920149499996,1.2025035560350832
2020-06-28,0.9223403380307612,0.6691037033703453,1.1746050180759673
2020-06-29,0.9174710418727821,0.6632620769510811,1.1721102712526799
2020-06-30,0.9131880470044987,0.6616956523612196,1.1653846877608343
2020-07-01,0.944256422492361,0.6952456384993739,1.1957751965667238
2020-07-02,0.9498993708324969,0.700102118377738,1.1987272626695178
2020-07-03,0.9775599060007313,0.7289770306733389,1.2278761298337175
2020-07-04,1.0337240854450978,0.7846367189921795,1.2838321256820802
2020-07-05,1.093106602031208,0.8441449279693377,1.341288806435297
2020-07-06,1.175601010783293,0.9284739989162332,1.4190132897864727
2020-07-07,1.2692805578746502,1.0250613949601977,1.5143329309792541
2020-07-08,1.3489838758434491,1.103290925547046,1.592782753559582
2020-07-09,1.4160582728195075,1.1722471541089265,1.6605019185983496
2020-07-10,1.4527505328493104,1.2079370523732442,1.6983836785578175
2020-07-11,1.5716189593388707,1.3216395128558915,1.8184520252779626
2020-07-12,1.5722861602421099,1.3235017802443174,1.8214657304548103
2020-07-13,1.5760930445375438,1.326665016234074,1.821119855830025
2020-07-14,1.6669993453242773,1.4178698444286093,1.9149462452533
2020-07-15,1.631520563736116,1.3847989686078535,1.878558197884494
2020-07-16,1.656372903073712,1.4089790783005005,1.9041158090960635
2020-07-17,1.650226808505078,1.400397252281596,1.898074241875166
2020-07-18,1.639993761009952,1.3936631608213599,1.8869976272438418
2020-07-19,1.701581428689441,1.4537494395544728,1.9496916008253922
2020-07-20,1.7487822838400109,1.499647254656511,2.0000324419164284
2020-07-21,1.7582093524537141,1.5045015447491394,2.0100768014369295
2020-07-22,1.784821351993095,1.5292050597714413,2.0387835112837234
2020-07-23,1.7385374372012614,1.4848200788239057,1.9926861166450178
2020-07-24,1.6948807353358961,1.4427694749510098,1.9459002964420269
2020-07-25,1.651276982360089,1.4002520809996055,1.9010789334987364
2020-07-26,1.6004748685774692,1.3507077099884197,1.8470212103061483
2020-07-27,1.5428758271356322,1.2942308091663417,1.7884680158866377
2020-07-28,1.4761897145764817,1.2295533175912745,1.7221981553966026
2020-07-29,1.4072939820564092,1.1611246046823427,1.6518345573964066
2020-07-30,1.3288363091101825,1.086520230828693,1.574663397493589
2020-07-31,1.2286790570618127,0.9840587909600174,1.4722629235870137
2020-08-01,1.1436341524509692,0.8979930161712355,1.390209415338143
2020-08-02,1.066372308030084,0.8218537336273805,1.3110912480456158
2020-08-03,0.9958462601136475,0.7480676565061106,1.242355358580397
2020-08-04,0.944755261591267,0.6986491687299968,1.1915352965436834
2020-08-05,0.9080279950671348,0.6651066719329749,1.154314821786583
2020-08-06,0.8766987693951148,0.6298335902780959,1.122434946395083
2020-08-07,0.8455566842457378,0.5994243414470208,1.092911760275526
2020-08-08,0.8165190540687863,0.5705265052805263,1.0638593690897062
2020-08-09,0.7974324181400522,0.5529194718904479,1.0412538944040708
2020-08-10,0.7715717812901728,0.5279109405620315,1.0188498354683857
2020-08-11,0.7431706238128234,0.49806343692445876,0.9883323865937264
2020-08-12,0.7331084671592356,0.48923976211648945,0.9764705492308229
2020-08-13,0.7226646878679113,0.47991243996794253,0.9665314486261162
2020-08-14,0.7052305415945087,0.46369080862493395,0.947629275165387
2020-08-15,0.6902928661934387,0.445458750696326,0.9319199803080079
2020-08-16,0.6808934637106583,0.43706830595657276,0.9259702039383684
2020-08-17,0.6568926789649249,0.4138463576952871,0.900185252073284
2020-08-18,0.6316383247219904,0.387586851066653,0.8724677373599691
2020-08-19,0.6098961667242013,0.36291721827343326,0.8572340870992794
2020-08-20,0.5993199571830481,0.355021811171073,0.8421675180247734
2020-08-21,0.5961776884679859,0.34661168874664305,0.8421169707563696
2020-08-22,0.5890307157296409,0.3395830484628033,0.8358809662736179
2020-08-23,0.5857376437614774,0.33659899923486614,0.8313826305271066
2020-08-24,0.579966879152561,0.3327411897469593,0.8276285322948556
2020-08-25,0.588672073650668,0.3433520994044297,0.8329324168282252
2020-08-26,0.593424962332088,0.3476352119812953,0.8377535980830968
2020-08-27,0.5984721021984523,0.35211006488495467,0.8452591555151837
2020-08-28,0.603558975839081,0.359738548677357,0.8515273636473367
2020-08-29,0.6159870244903956,0.37193918357740374,0.8624144656743535
2020-08-30,0.6305206930633763,0.3876333784079139,0.8734464132241442
2020-08-31,0.6362011150044945,0.3880335763771072,0.88328985268774
2020-09-01,0.6509629678466506,0.4049839026063561,0.8972373718340503
2020-09-02,0.6740421048842329,0.43039541623167277,0.917535103719154
2020-09-03,0.6992122698073666,0.456160611450933,0.9416163008398659
2020-09-04,0.7104244583493298,0.4679827462904662,0.9507581455660532
2020-09-05,0.7230135836055995,0.47945354573307786,0.9640362106452445
2020-09-06,0.7449715372105541,0.4981321192742708,0.9897407586069765
2020-09-07,0.7486203445456254,0.5034036118819795,0.9955000443637716
2020-09-08,0.7526702413684039,0.506457739939737,0.9992258229760936
2020-09-09,0.7790215217444117,0.5333083974316337,1.024490988219428
2020-09-10,0.8205344841748606,0.5758023355812378,1.067920523899184
2020-09-11,0.845514808390708,0.5993903017587535,1.0906001266334024
2020-09-12,0.8769024507743339,0.6317093056552352,1.1232339158909774
2020-09-13,0.9033466041948758,0.6570341311428528,1.150810481949065
2020-09-14,0.9108953534740015,0.6682407024626257,1.1575660112727748
2020-09-15,0.9165024903746878,0.669684676622609,1.161379743256958
2020-09-16,0.9389049623948357,0.6948311794906806,1.182489195288723
2020-09-17,0.9672228350644074,0.7230203765379425,1.2121983557868252
2020-09-18,0.9477859038299866,0.7034978148718051,1.191179979063271
2020-09-19,0.944100604209203,0.6994032675101807,1.1896239573903256
2020-09-20,0.9371842424293524,0.6912238929067728,1.1835272239940302
2020-09-21,0.8999262459506829,0.6541817101166053,1.145694624585262
2020-09-22,0.8847973310252406,0.6366984431195287,1.1312520326046067
2020-09-23,0.8767150264908083,0.6303391079398246,1.1243311240323186
2020-09-24,0.8918572027325029,0.6445084717088976,1.1416988774328691
2020-09-25,0.918589954848545,0.6726647689013266,1.1670198077273346
2020-09-26,0.9476687861247649,0.7022407714896264,1.1940221151540973
2020-09-27,0.9844465919208116,0.7385281886213717,1.233119783955808
2020-09-28,0.9969640533338203,0.7512074294369406,1.2423771848857774
2020-09-29,1.002847742197019,0.7568138336597291,1.2467553242697944
2020-09-30,1.0047788071389898,0.7586991700353144,1.2506650866245408
2020-10-01,1.0167606223971808,0.7699120892237582,1.2637447985570955
2020-10-02,1.023604394578801,0.7760319737730568,1.2697411386323896
2020-10-03,1.0425776623913683,0.7942538627715552,1.2880492703382211
2020-10-04,1.0621066432315425,0.8184653061446474,1.3056637880818285
2020-10-05,1.0707016550588764,0.8260698892848874,1.3154152644657386
2020-10-06,1.0780082991377493,0.8331304167657602,1.3240266711526207
2020-10-07,1.1056694754918452,0.8594898927126916,1.3518300150185354
2020-10-08,1.1399494353247421,0.8927035207615763,1.3863676443302744
2020-10-09,1.123745115941357,0.8758101750099792,1.3727314044972765
2020-10-10,1.116850395695984,0.8703090230917424,1.3629870576060854
2020-10-11,1.106111913952235,0.8626784711481854,1.349629299846649
2020-10-12,1.0769112947165653,0.8321463179703557,1.321283119235607
2020-10-13,1.0657976059838346,0.8210562369481562,1.3114823455096496
2020-10-14,1.0493070350333769,0.8037453596985683,1.295048753539532
2020-10-15,1.0701194391006836,0.8231018301009301,1.3158698736396135
2020-10-16,1.0613491986249373,0.8175249517753898,1.303567584955689
2020-10-17,1.0647377925248034,0.8227552910317061,1.3102686414605764
2020-10-18,1.0570882948132685,0.8127466990600367,1.3026836261313273
2020-10-19,1.0683095114847718,0.8247840942355444,1.3121938529487105
2020-10-20,1.0606155625147426,0.8159233480336805,1.3048444336039278
2020-10-21,1.0738847379788787,0.8317841103899433,1.3188390966631582
2020-10-22,1.0956898944379279,0.8505172129994507,1.340993004988347
2020-10-23,1.1128348725103618,0.8717424271104137,1.3528081309071798
2020-10-24,1.113946098404652,0.8735168292934588,1.3558938068558168
2020-10-25,1.132747539896444,0.8909532832079852,1.3754089903762763
2020-10-26,1.1612916848622497,0.9140524910021592,1.4081063887771232
2020-10-27,1.199372200508668,0.9516795268324074,1.4470189741448434
2020-10-28,1.2006308537914734,0.9556945216422302,1.4484503118039087
2020-10-29,1.1714231692804604,0.9267659370121565,1.4163514019976802
2020-10-30,1.1585219808092195,0.9127479130246705,1.4066438010044275
2020-10-31,1.1369453396520806,0.8932788752765083,1.3786606959227774
2020-11-01,1.1306001743939122,0.8852252656203208,1.3777038801597044
2020-11-02,1.1304899386561258,0.8854615459630171,1.3768443033822342
2020-11-03,1.09697586421981,0.8507779746072843,1.3442803148251103
2020-11-04,1.0829005278896475,0.839629198810859,1.3305126126319136
2020-11-05,1.0779276645892613,0.8324765917984666,1.3239748356001864
2020-11-06,1.058777127417009,0.8115693067321714,1.3028133080321747
2020-11-07,1.0366230090754833,0.7886013079792549,1.2822904466426088
2020-11-08,1.0229764642277912,0.7771036780370786,1.269404164459097
2020-11-09,0.9953147147446696,0.7488959228775557,1.241301612334551
2020-11-10,0.9805183269451198,0.7333157080244674,1.2283337989549294
2020-11-11,0.9746502101453733,0.7268533219455628,1.2217545332038968
2020-11-12,0.9695655664594955,0.7219896503730243,1.2170804067205703
2020-11-13,0.9673684072947913,0.7190748197456104,1.2152975182269212
2020-11-14,0.9767994818961414,0.7283985228448989,1.22622406188085
2020-11-15,1.0026003710987281,0.7539145520986366,1.250982579873207
2020-11-16,1.0444514335524095,0.7960991334217102,1.2925414789012297
2020-11-17,1.0999218521794147,0.853571025153455,1.3460587528888186
2020-11-18,1.1887234882089648,0.9423626652984836,1.4357721181774543
2020-11-19,1.297539266130555,1.0538498104164962,1.5441635712189354
2020-11-20,1.4144075657258857,1.169478847019637,1.6627848656109527
2020-11-21,1.5209242417867295,1.2714025175288428,1.770748762328846
2020-11-22,1.5952386367029676,1.339932535779969,1.8496805885653318
2020-11-23,1.6231436580716152,1.3658440095335618,1.8766769372654841
2020-11-24,1.6094207399063918,1.3536354804320307,1.8617684479732892
2020-11-25,1.5881582974709754,1.3345262481914006,1.840371201238976
2020-11-26,1.5442989855073435,1.2953617311246028,1.791008533916239
2020-11-27,1.5055238215032827,1.2581929067102222,1.753171364447954
2020-11-28,1.4670329703305116,1.221094166159499,1.7119088546982073
2020-11-29,1.4339925779475955,1.1877829946797993,1.682006598579343
2020-11-30,1.379487104753597,1.1310786035838776,1.6234468289258381
2020-12-01,1.342281956605561,1.0965552566561192,1.5860335590999086
2020-12-02,1.3149481108886556,1.0676240414664233,1.5584715172417771
2020-12-03,1.2840978541070953,1.0375526192376499,1.5273969960275005
2020-12-04,1.2555146021733363,1.0080839091759908,1.5012824450733666
2020-12-05,1.2190960978979062,0.9729561323593933,1.4653860220767663
2020-12-06,1.1840396042012706,0.938929474480608,1.4328287937631832
2020-12-07,1.149666215335169,0.9054293388586163,1.394995721020417
2020-12-08,1.1296572091279466,0.8840407639502189,1.3766764394010247
2020-12-09,1.1107359101114958,0.8658194386627561,1.3557539347133276
2020-12-10,1.089757491466223,0.8432241032215684,1.3346974387097545
2020-12-11,1.0619828571569612,0.8147280916505396,1.307888667970035
2020-12-12,1.0408200542274835,0.7936669056768031,1.2902550510495332
2020-12-13,1.0285642093627965,0.7832429809602727,1.2795685433839887
2020-12-14,1.0140790784745644,0.7677109471850706,1.2626361231294696
2020-12-15,1.0046556417085664,0.7581011726203732,1.248988807072746
2020-12-16,0.9918122237427053,0.7468310471858219,1.2382542841591146
2020-12-17,0.9854682795170995,0.7384743927799903,1.2322677902301806
2020-12-18,0.9737742526362174,0.7296371659572625,1.220170008000328
2020-12-19,0.9731597582843292,0.7257687857143938,1.2189523576584211
2020-12-20,0.9525828874862405,0.704201663984852,1.1981913301176663
2020-12-21,0.9351869769687849,0.6844758099883914,1.1794215179777372
2020-12-22,0.9159966439546922,0.6664853167898799,1.1647250997580383
2020-12-23,0.901927462207581,0.6510568942991184,1.154981769500514
2020-12-24,0.9012328337156235,0.6479536510684817,1.1542041196089816
2020-12-25,0.899812838474988,0.6454710161407402,1.1545950599184818
2020-12-26,0.9034578288497892,0.6414699540523987,1.1689016910782632
2020-12-27,0.9091923623536834,0.6400511196668834,1.1803820359730466
2020-12-28,0.9100138463085135,0.6283460589150309,1.1968142979625402
2020-12-29,0.9050117591250191,0.6024605586013574,1.20947024467615
2020-12-30,0.90595589254776,0.5734363836626173,1.235903707178716
