Date,R_filtered,R_smoothed
2020-01-23,1.2135036469698484,3.1474081948831367
2020-01-24,2.351261428247872,3.246440205877899
2020-01-25,3.1151098394767844,3.3358883506480583
2020-01-26,3.406405062940598,3.3672506079203246
2020-01-27,3.408186161273187,3.3603753892018746
2020-01-28,4.562894320424853,3.350785827258012
2020-01-29,3.7472702679254972,3.086215399761884
2020-01-30,3.6350061668138003,2.9339254320476806
2020-01-31,3.2870425837923714,2.766754524430821
2020-02-01,3.0583932042701463,2.639936537296352
2020-02-02,3.300346007100461,2.5365001343388167
2020-02-03,3.0117179293171166,2.34599471702189
2020-02-04,2.839596430404235,2.179014003744028
2020-02-05,2.6157107797092403,2.0127212039091127
2020-02-06,2.3540455534771585,1.860575939600394
2020-02-07,2.164342231667837,1.7358814735790387
2020-02-08,1.9341038758946154,1.627512714792538
2020-02-09,1.7735295449928752,1.5499217170666741
2020-02-10,1.6041994143387113,1.4933103843897317
2020-02-11,1.4335770305224207,1.4652295640456339
2020-02-12,1.1729710578308712,1.473246278600144
2020-02-13,2.286383178060368,1.54930515793347
2020-02-14,2.14252056495942,1.362593715843897
2020-02-15,1.8029617600962657,1.165020276081297
2020-02-16,1.5420404615154488,1.0034109220394665
2020-02-17,1.3321334616591571,0.8669580143372448
2020-02-18,1.1642139970652927,0.7491122838183829
2020-02-19,0.9539417260791184,0.6439513528010896
2020-02-20,0.7932668158970528,0.5654187658926926
2020-02-21,0.670656046008776,0.5076958636913478
2020-02-22,0.6660685917861422,0.46641154957996844
2020-02-23,0.5334303861496899,0.41583040306208874
2020-02-24,0.4498507593719625,0.38603758454605375
2020-02-25,0.42387859796767624,0.3698711267762579
2020-02-26,0.39596802678442133,0.35618884650277693
2020-02-27,0.3836981388822409,0.3461111669293976
2020-02-28,0.36273068286190246,0.3365888615642473
2020-02-29,0.37172114957077595,0.3299660714872211
2020-03-01,0.41760531326002526,0.3193878110198408
2020-03-02,0.3786618667969217,0.2945053208213281
2020-03-03,0.33345125664481234,0.27318504304377267
2020-03-04,0.30168029522483253,0.2579171586542651
2020-03-05,0.289482803848353,0.24683017525582351
2020-03-06,0.2864051398489724,0.2360245287194347
2020-03-07,0.2608524693047881,0.22326106972248083
2020-03-08,0.2324719654458457,0.21373763845696414
2020-03-09,0.20492078743185071,0.20899147105253735
2020-03-10,0.17978795149703508,0.21002274086680406
2020-03-11,0.1670595657570133,0.2176824433942378
2020-03-12,0.14203380299452373,0.23050727835642637
2020-03-13,0.1252917954774797,0.25292121002145107
2020-03-14,0.13399898732813886,0.28525493450027395
2020-03-15,0.13829308018744801,0.32357422115626844
2020-03-16,0.15151598377980147,0.3705134740284485
2020-03-17,0.15960777765980616,0.42599445023251836
2020-03-18,0.20438746857799073,0.4934810347833627
2020-03-19,0.26679492940372296,0.5667201995298592
2020-03-20,0.4069145022474574,0.642703475666834
2020-03-21,0.43885481221290124,0.7024384178737495
2020-03-22,0.6379408990729499,0.769214871507299
2020-03-23,0.6404997152237232,0.8024719108120625
2020-03-24,0.7153627622980263,0.8435060592808626
2020-03-25,0.7243222781921664,0.8759699710934763
2020-03-26,0.852784796417355,0.9143885028844434
2020-03-27,0.9288775392636517,0.9299952286451015
2020-03-28,0.9545136380355498,0.9302783848488797
2020-03-29,1.0168699334681295,0.9241386089828522
2020-03-30,0.9633583522380953,0.9006459908651825
2020-03-31,0.9366133056223446,0.8847583977010727
2020-04-01,0.921554196648154,0.8716214393314683
2020-04-02,0.8891944638553676,0.8589714399303553
2020-04-03,0.8867601880953272,0.8513147180688636
2020-04-04,0.7806181765107089,0.8423349380866935
2020-04-05,0.7711340885055996,0.8579703053071204
2020-04-06,0.7798842691699838,0.8799694527518997
2020-04-07,0.7645068976342247,0.9053251026380407
2020-04-08,0.8650294150041461,0.9410000844474032
2020-04-09,0.8901077820384662,0.9602465465817547
2020-04-10,0.8671335739806116,0.9780155498803352
2020-04-11,0.8959090799734186,1.0061064666272261
2020-04-12,1.049789302241209,1.0340239490593262
2020-04-13,1.0391895811168799,1.0300299435401774
2020-04-14,1.066548280226645,1.027709434598025
2020-04-15,0.9755003035253451,1.0178699744851787
2020-04-16,0.9021763488299944,1.0286039363384758
2020-04-17,1.7156908924125838,1.060633189121839
2020-04-18,1.4171449262146267,0.894680415839813
2020-04-19,1.1667864637401617,0.7623188940951356
2020-04-20,0.9582017528738396,0.6598507992264901
2020-04-21,0.8578327161318581,0.5842663615191159
2020-04-22,0.7265573882753944,0.5149608713362327
2020-04-23,0.6303538237614439,0.4613548628480225
2020-04-24,0.5561237462016386,0.41854054877390046
2020-04-25,0.48334130098368633,0.38368512602955074
2020-04-26,0.3990733844369935,0.3584381614869825
2020-04-27,0.3494034721021102,0.34814360589651916
2020-04-28,0.4080662953277525,0.3478244305174162
2020-04-29,0.3503657924286715,0.3325627146674479
2020-04-30,0.36454866346465586,0.3280524705888138
2020-05-01,0.3140303022291271,0.3188064997505876
2020-05-02,0.25055462069207546,0.3200165049462327
2020-05-03,0.2514828496323791,0.33761402692248554
2020-05-04,0.22373591352260536,0.35943455916801625
2020-05-05,0.20494206713127716,0.3938125482556062
2020-05-06,0.19369446952085467,0.44166112705444416
2020-05-07,0.240424218636631,0.5044811722084035
2020-05-08,0.21054057649985847,0.571377544130297
2020-05-09,0.4689986015634864,0.6627922319969164
2020-05-10,0.7761311511666132,0.7118880448592915
2020-05-11,0.6368598805128673,0.6956126517108805
2020-05-12,0.6498860839838638,0.7104971195513984
2020-05-13,0.6454442239795795,0.7258523613772676
2020-05-14,0.6266844464415495,0.7462230147236124
2020-05-15,0.7148084703265818,0.7765069985939101
2020-05-16,0.7122503226430129,0.7921377465752649
2020-05-17,0.8153400153608412,0.8123764820108054
2020-05-18,0.8660433112406051,0.8116256984146708
2020-05-19,0.6909879454641753,0.7978395026055314
2020-05-20,0.5513169313585893,0.8249093502663267
2020-05-21,0.43987794692781657,0.8942214435957975
2020-05-22,1.0289972997173702,1.0093251404394916
2020-05-23,0.9055668971727305,1.0043413819519427
2020-05-24,1.0606864590097802,1.0293649784935408
2020-05-25,1.0426082768547285,1.0214299728766971
2020-05-26,0.8600249244595477,1.01606464664527
2020-05-27,0.782514552168261,1.0555958581840255
2020-05-28,0.6243430503770103,1.1247784658186375
2020-05-29,1.186450981194811,1.2515591213607036
2020-05-30,1.0973027607069188,1.2680536627873376
2020-05-31,1.4383933929119364,1.3113118148528757
2020-06-01,1.3469945630790747,1.2791168796494392
2020-06-02,1.2494960657643326,1.2619207002097972
2020-06-03,1.2494960657643326,1.2650683657251893
2020-06-04,1.2494960657643326,1.2682160298516987
2020-06-05,1.1342576676406078,1.271363693978208
2020-06-06,1.1617353255834564,1.298119942025544
2020-06-07,1.0512524419419802,1.3273735291869189
2020-06-08,0.9455780278734945,1.3902793465393424
2020-06-09,0.8410161573710838,1.4955652668270538
2020-06-10,1.0384275728342724,1.654386184458423
2020-06-11,1.035478760402706,1.8062022037031884
2020-06-12,1.1814370894928847,1.9980687642026924
2020-06-13,2.495879710638116,2.2026607784370604
2020-06-14,2.661610934449201,2.1289020295147183
2020-06-15,2.5649688055886157,1.9945538735829365
2020-06-16,2.432748197028044,1.8504598634538607
2020-06-17,2.220527667370738,1.7032125859962095
2020-06-18,2.0367635489292657,1.5723084237033986
2020-06-19,1.6248731912375673,1.454730402733475
2020-06-20,1.7819349533769233,1.4116466906464744
2020-06-21,1.551955650651664,1.3178658515639539
2020-06-22,1.6138192272331986,1.2585727529242772
2020-06-23,1.4741800514215824,1.168585360637325
2020-06-24,1.3062962616578282,1.0911718182630255
2020-06-25,1.2341644576822683,1.0366747490049293
2020-06-26,1.150393447351584,0.9866441553333518
2020-06-27,1.0454166332046735,0.9451606369856344
2020-06-28,0.9388336681559876,0.9197620433448276
2020-06-29,0.9338419055640763,0.9149304650740526
2020-06-30,0.7857495157783057,0.9101394535407848
2020-07-01,0.9115436313466388,0.9416523753448209
2020-07-02,0.848748177253777,0.9492801276079393
2020-07-03,0.7507891971101044,0.9747489215017022
2020-07-04,0.7912972204619486,1.0314869714822892
2020-07-05,0.7740154513487263,1.0923367619403888
2020-07-06,0.809035689572167,1.1729804562180994
2020-07-07,0.9456122251961888,1.2651824332338943
2020-07-08,1.0852673010529617,1.3461426138520605
2020-07-09,1.2518179163834837,1.4122329486031813
2020-07-10,0.9987850190099827,1.452872605398442
2020-07-11,1.5464186230582464,1.5679114730810013
2020-07-12,1.5485248536844285,1.5733564867832115
2020-07-13,1.2355178857743967,1.5796473501320922
2020-07-14,1.7916271042823624,1.6668293500426739
2020-07-15,1.5331221554834893,1.6352129994367393
2020-07-16,1.6743780336985417,1.6610767654615866
2020-07-17,1.6911476109572003,1.6577070128354658
2020-07-18,1.417693028130178,1.6492351482483971
2020-07-19,1.5323306580912825,1.7078941913882209
2020-07-20,1.71499959047263,1.7523715800732123
2020-07-21,1.6636207432263812,1.7618394261354418
2020-07-22,1.965186085578481,1.786722216164995
2020-07-23,1.9103107341478778,1.7415100542936233
2020-07-24,1.8759952929914165,1.6987459716440099
2020-07-25,1.8595403238685595,1.653841504231716
2020-07-26,1.8276321094594055,1.6017296209651732
2020-07-27,1.810534416184124,1.5444993260572275
2020-07-28,1.7541102172885767,1.477101809698248
2020-07-29,1.7094887473519755,1.4069243053951923
2020-07-30,1.720390911674178,1.3302724174179297
2020-07-31,1.5659462820962817,1.2314395244110918
2020-08-01,1.4509645481375577,1.146695347759346
2020-08-02,1.3428960485450112,1.0696115750876938
2020-08-03,1.2067087261855058,1.0003774948702715
2020-08-04,1.0960421316460232,0.9481053959854823
2020-08-05,1.0341994533166659,0.910626999594166
2020-08-06,1.003289324555659,0.8793210674808165
2020-08-07,0.9652269604392806,0.8479148622685246
2020-08-08,0.8998488300562505,0.8181949330223549
2020-08-09,0.8977794526878072,0.7975086774667761
2020-08-10,0.8869301580239606,0.7721060089313453
2020-08-11,0.7879571590255466,0.7430163784499526
2020-08-12,0.7756989160271162,0.731631049572532
2020-08-13,0.7929772112085159,0.720466865370886
2020-08-14,0.7582624566431044,0.7020970434896602
2020-08-15,0.7282654665976813,0.687868058320777
2020-08-16,0.773869415040072,0.6776337505687269
2020-08-17,0.7508813752207708,0.6532533398212914
2020-08-18,0.7117249968211933,0.6285201848461606
2020-08-19,0.642720577620275,0.6074410194114119
2020-08-20,0.6125118518775239,0.5985032713858216
2020-08-21,0.6203747999104708,0.5949543277768967
2020-08-22,0.6024410319215141,0.5885142875338659
2020-08-23,0.604930246465212,0.5849860763409509
2020-08-24,0.5564220464160204,0.5799334062906392
2020-08-25,0.5638792463111416,0.5858897906947254
2020-08-26,0.5697367136836158,0.5914659574494758
2020-08-27,0.5738583991849089,0.5969708593083969
2020-08-28,0.5507784065001085,0.6028261861696994
2020-08-29,0.5630190808263822,0.6160120071832228
2020-08-30,0.6042786823915691,0.6294372723215237
2020-08-31,0.5773717733332524,0.6358109671433767
2020-09-01,0.5636866117124733,0.6506159934989026
2020-09-02,0.5663580750339074,0.6726387440624928
2020-09-03,0.6566642769240646,0.699563963311129
2020-09-04,0.660199326250732,0.7104321999549797
2020-09-05,0.6371906822918306,0.7231582314180687
2020-09-06,0.7376309734742359,0.7449373106207909
2020-09-07,0.7248520978494545,0.7467883031989666
2020-09-08,0.6426726043736299,0.7523456368506757
2020-09-09,0.6157250035396166,0.7801302798351212
2020-09-10,0.7212193154794657,0.8217808278637422
2020-09-11,0.7257830110405601,0.8472571519560647
2020-09-12,0.7784852201451159,0.878031496030903
2020-09-13,0.873038994610006,0.9032506193964996
2020-09-14,0.8811795748171407,0.9109044536136618
2020-09-15,0.8390100349470867,0.9184349752602673
2020-09-16,0.8298626795201989,0.9385565453565852
2020-09-17,1.0386701691169347,0.9660931255773909
2020-09-18,0.9677176400375648,0.9477064064535732
2020-09-19,0.9689475817066878,0.9426367464993276
2020-09-20,1.0737516887589136,0.9359711410505853
2020-09-21,0.9530842501184426,0.9010657204397483
2020-09-22,0.9166719103086036,0.8878873096394378
2020-09-23,0.8210909285729162,0.8805949987132311
2020-09-24,0.8012985927911018,0.8956698015852688
2020-09-25,0.811818494242927,0.919577869823514
2020-09-26,0.8031761244542733,0.9468777056273614
2020-09-27,0.9301889035807795,0.9832831650098238
2020-09-28,0.964251795483622,0.9967341024464044
2020-09-29,0.9982957897633201,1.0049631928790135
2020-09-30,0.9625844122784287,1.006652317461592
2020-10-01,0.9885574605436985,1.0178165114747635
2020-10-02,0.9569683120794468,1.0252290199631513
2020-10-03,0.9663106381979748,1.0425222355839667
2020-10-04,1.0243433678041685,1.061829735128919
2020-10-05,1.0422339926204045,1.0713265577240265
2020-10-06,0.9759395208888143,1.0786968885760988
2020-10-07,0.9793625079641427,1.1047295121912992
2020-10-08,1.1932393877660268,1.1364900769883932
2020-10-09,1.1532568528017593,1.122113166785788
2020-10-10,1.15650319761933,1.1142232035229
2020-10-11,1.2133418382961507,1.103511960158679
2020-10-12,1.11288223665383,1.0756875817845921
2020-10-13,1.1226837013833966,1.0662646618276033
2020-10-14,0.9858984571330128,1.0519714227680277
2020-10-15,1.10699488505007,1.0687103942328373
2020-10-16,1.0474960688542831,1.059011374472253
2020-10-17,1.0889304512425741,1.0619286700756096
2020-10-18,1.0072894490731978,1.0550880198927557
2020-10-19,1.0936656807564857,1.06719734335535
2020-10-20,1.001085253982647,1.0604918361903473
2020-10-21,0.9851006123528045,1.0755419414011478
2020-10-22,1.0344136763744267,1.0984544111477366
2020-10-23,1.1156583339788229,1.114678535820412
2020-10-24,1.0463173528108098,1.1144303130676225
2020-10-25,1.020447746724622,1.1316860982009946
2020-10-26,1.0101643192384404,1.1598673001988162
2020-10-27,1.19145120220694,1.1977931584134311
2020-10-28,1.3063969460771534,1.1993998340477283
2020-10-29,1.2257190847164892,1.1722931106266676
2020-10-30,1.2434607196749363,1.158758136871906
2020-10-31,1.1636470992773003,1.1372995251248916
2020-11-01,1.1297319109637856,1.130624612206038
2020-11-02,1.2587251265977109,1.1308507697649888
2020-11-03,1.1565250840907673,1.0984549904998684
2020-11-04,1.1108933138630663,1.0837434722528083
2020-11-05,1.149919970911588,1.0768653123333847
2020-11-06,1.1465908145568258,1.0583575938806213
2020-11-07,1.0935314537036795,1.0360045278580396
2020-11-08,1.1245462845225995,1.021430616108601
2020-11-09,1.0557732747143902,0.9953072203359434
2020-11-10,0.9942578529372785,0.9799887077021759
2020-11-11,0.9931677718935689,0.9763737524383694
2020-11-12,0.9804831572907664,0.9721191437684193
2020-11-13,0.9293577616000834,0.9700001987152302
2020-11-14,0.8753948660559895,0.9802965822450509
2020-11-15,0.8458232032403414,1.006872456613973
2020-11-16,0.8281619917479848,1.047672787441284
2020-11-17,0.7545919370761001,1.1032838064112058
2020-11-18,0.7661965662113346,1.1916216491993368
2020-11-19,0.8442373296044191,1.2993991381633963
2020-11-20,1.0037310196754008,1.4147101500442119
2020-11-21,1.2333463969414988,1.5188278912377478
2020-11-22,1.4737737693995614,1.591151973270835
2020-11-23,1.6653076219972889,1.6208886497815478
2020-11-24,1.6926971045983887,1.6096355162000662
2020-11-25,1.757880759524477,1.5885926351267141
2020-11-26,1.6911762820813019,1.545705062934501
2020-11-27,1.6592819144299318,1.5088512822263596
2020-11-28,1.6030728487702655,1.470741080335339
2020-11-29,1.6497137392214989,1.4372160572879977
2020-11-30,1.5354062636174195,1.3833817454777513
2020-12-01,1.448981408676587,1.3448677474055533
2020-12-02,1.4469080536041434,1.3184915194223925
2020-12-03,1.400736027003929,1.285958384567326
2020-12-04,1.3984603923838215,1.2568805361147923
2020-12-05,1.3650821235629251,1.221012596007935
2020-12-06,1.3121628941809194,1.1845139208309636
2020-12-07,1.232734174645896,1.1521752403754757
2020-12-08,1.2099328033355456,1.1317663834545229
2020-12-09,1.195875827470387,1.1119636478073525
2020-12-10,1.2015569993564823,1.0907052773463002
2020-12-11,1.1455638452956314,1.0626220243286677
2020-12-12,1.0914756140623179,1.041609485220394
2020-12-13,1.0864267613371332,1.0289763651580013
2020-12-14,1.0572838846360226,1.0144218414879622
2020-12-15,1.0569542623763426,1.0035631414086876
2020-12-16,1.0145929896811843,0.9900369973683457
2020-12-17,1.0219930624417992,0.983815965049541
2020-12-18,0.9853384292969992,0.9741441524145772
2020-12-19,1.0499897592460055,0.9713081864562891
2020-12-20,1.0235215485851634,0.9513749416098454
2020-12-21,1.0103896234758105,0.933097269587164
2020-12-22,0.9581861382107447,0.913515970431668
2020-12-23,0.90595060318321,0.9021991987899548
2020-12-24,0.902280005923981,0.9012488153693204
2020-12-25,0.8851101070270357,0.9009875728308124
2020-12-26,0.8846497394476822,0.9050099811557396
2020-12-27,0.9097259658760346,0.9101680590729686
2020-12-28,0.9227667619343229,0.9102800592736127
2020-12-29,0.9091922522654857,0.9071166692620036
2020-12-30,0.9065908396078596,0.9065908396078596
